path,size,mtime,basename,ext,experiment,epoch,fingerprint
/mnt/12tb-hdd-A/dreamslab_home/jdas/Downloads/Mask_RCNN/mask_rcnn_coco.h5,257557808,1678263912,mask_rcnn_coco.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Downloads/Mask_RCNN,,5529083e342b774c7195f3e0c22ab192
/mnt/12tb-hdd-A/dreamslab_home/jdas/data_hdd/Mask_RCNN/mask_rcnn_coco.h5,257557808,1678267118,mask_rcnn_coco.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/data_hdd/Mask_RCNN,,5529083e342b774c7195f3e0c22ab192
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/mask_rcnn_coco.h5,257557808,1678264098,mask_rcnn_coco.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN,,5529083e342b774c7195f3e0c22ab192
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0014.h5,255858144,1678265673,mask_rcnn_camtraps_0014.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,ffebc4034fbb320c8233ef773c85a712
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0006.h5,255858144,1678265526,mask_rcnn_camtraps_0006.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,49670cd45d91100137e416dd0e38fad2
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0003.h5,255858144,1678265470,mask_rcnn_camtraps_0003.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,ca3d1a10896739c607aab405bcc3230f
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0012.h5,255858144,1678265635,mask_rcnn_camtraps_0012.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,c1798e2616d2b01b4be608ee50ea5093
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0002.h5,255858144,1678265452,mask_rcnn_camtraps_0002.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,51bde223b24d606cb2dd389dd6ad0ffb
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0019.h5,255858144,1678265768,mask_rcnn_camtraps_0019.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,22b8e63572a597398d3858cca494c5fa
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0028.h5,255858144,1678265933,mask_rcnn_camtraps_0028.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,fe7775f47a301fa6df56677fe4f7ada1
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0024.h5,255858144,1678265866,mask_rcnn_camtraps_0024.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,0244bbf72fcef26807b2072d10ba0150
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0004.h5,255858144,1678265489,mask_rcnn_camtraps_0004.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,6668b6c899a54d0d89589b1bc0be2565
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0025.h5,255858144,1678265884,mask_rcnn_camtraps_0025.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,e014387c8b04d23e2734d496a0980acf
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0021.h5,255858144,1678265807,mask_rcnn_camtraps_0021.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,47406ad756ddc425829b31bd3a154363
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0030.h5,255858144,1678265964,mask_rcnn_camtraps_0030.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,9e320ee903088da1ee23db48090e23d4
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0008.h5,255858144,1678265565,mask_rcnn_camtraps_0008.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,ebce86c1ce8ebf444c18c3dca0280860
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0018.h5,255858144,1678265749,mask_rcnn_camtraps_0018.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,0ed38eae0a1020151999cff0cc199cd6
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0011.h5,255858144,1678265620,mask_rcnn_camtraps_0011.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,3913828fa218291c22fc59462b2fdc15
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0029.h5,255858144,1678265948,mask_rcnn_camtraps_0029.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,cefb486dbf2dd9e3143aae6d6baacb8c
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0017.h5,255858144,1678265730,mask_rcnn_camtraps_0017.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,9a6976b471c2eb659e8c020060751230
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0016.h5,255858144,1678265710,mask_rcnn_camtraps_0016.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,9fca715359924d978b56914ce49ea097
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0009.h5,255858144,1678265585,mask_rcnn_camtraps_0009.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,33b969ba623a3f834355407b8f126899
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0023.h5,255858144,1678265846,mask_rcnn_camtraps_0023.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,18fb5663fee08856b8dcc2991b194f09
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0007.h5,255858144,1678265546,mask_rcnn_camtraps_0007.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,59caf7c6e691b7c21fd574420f7a8211
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0010.h5,255858144,1678265604,mask_rcnn_camtraps_0010.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,7a4b07216b9a8a2cecd2fbbabaa203b6
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0013.h5,255858144,1678265654,mask_rcnn_camtraps_0013.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,6b6c2fd15b3918a1276eca21b942137d
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0015.h5,255858144,1678265692,mask_rcnn_camtraps_0015.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,c5bbd8e59d4fb024730f6603a57d19fb
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0005.h5,255858144,1678265507,mask_rcnn_camtraps_0005.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,efca5ac1a12c19f806c4d83001eec6a1
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0027.h5,255858144,1678265917,mask_rcnn_camtraps_0027.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,fad747b37c7b4f9dbf698460e555fd8d
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0001.h5,255858144,1678265433,mask_rcnn_camtraps_0001.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,2ee6d093f8abde20454841c57efb84f4
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0020.h5,255858144,1678265787,mask_rcnn_camtraps_0020.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,920cedd704924be60f67dad3055179cd
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0026.h5,255858144,1678265902,mask_rcnn_camtraps_0026.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,cecdf8e482abcc772b8e32d941fda9d2
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007/mask_rcnn_camtraps_0022.h5,255858144,1678265826,mask_rcnn_camtraps_0022.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/camtraps20181218T0007,,db45ec78f007b0e6b3f15006e66656d4
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0029.h5,255858144,1678264681,mask_rcnn_balloon_0029.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,e5af17ed53506659da26c32ab6d469ee
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0008.h5,255858144,1678264274,mask_rcnn_balloon_0008.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,b2397284e12e20cf9ec19894c8e8e355
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0025.h5,255858144,1678264606,mask_rcnn_balloon_0025.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,1f336f4d59824de62e642a5dc942bfb4
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0001.h5,255858144,1678264133,mask_rcnn_balloon_0001.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,c49c1e282faf840d4a6c3030648659f4
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0010.h5,255858144,1678264315,mask_rcnn_balloon_0010.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,40c1d8e28127e26a55db475faeed0b94
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0009.h5,255858144,1678264295,mask_rcnn_balloon_0009.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,4f1817900c6d3b872cf74763fa4d1a32
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0016.h5,255858144,1678264435,mask_rcnn_balloon_0016.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,3a5a302d4875d938dd505d7a25e13b75
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0011.h5,255858144,1678264336,mask_rcnn_balloon_0011.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,519b1aa341e1f68789af532dfb5d585a
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0028.h5,255858144,1678264662,mask_rcnn_balloon_0028.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,0422989e562c605ce3c6bb166006132e
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0020.h5,255858144,1678264511,mask_rcnn_balloon_0020.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,e16334b5362c97f409efae6fcf55e8a1
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0014.h5,255858144,1678264396,mask_rcnn_balloon_0014.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,1c109bab5308824f3c71e7f8eb12074f
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0027.h5,255858144,1678264643,mask_rcnn_balloon_0027.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,4f7f1a971f8ec7b31e1fb3c5f54bce95
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0004.h5,255858144,1678264192,mask_rcnn_balloon_0004.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,aa4705c281d3f306d88937a5e36dba70
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0021.h5,255858144,1678264529,mask_rcnn_balloon_0021.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,e164d1b20d5a40630335d9440f5e5377
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0022.h5,255858144,1678264547,mask_rcnn_balloon_0022.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,dc23e9aa217837cb942d550a97f4d35b
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0015.h5,255858144,1678264416,mask_rcnn_balloon_0015.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,7c05212474a88d2b1e45441b8a97b162
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0012.h5,255858144,1678264355,mask_rcnn_balloon_0012.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,4ac837f8637a4d7dd53c64ed0c5d1eb3
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0013.h5,255858144,1678264374,mask_rcnn_balloon_0013.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,e3bd5c510723b895abdf3e80e392d0ff
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0018.h5,255858144,1678264472,mask_rcnn_balloon_0018.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,040b2c82d19a91629b354cde8acd21a3
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0017.h5,255858144,1678264454,mask_rcnn_balloon_0017.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,1fe6dca3f8e4962d9ccdc21f3e1bb482
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0024.h5,255858144,1678264586,mask_rcnn_balloon_0024.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,7b45d4995cc393931322c373c6632578
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0003.h5,255858144,1678264173,mask_rcnn_balloon_0003.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,a13545c46eaf61ad1bb7a338e8557b0d
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0019.h5,255858144,1678264492,mask_rcnn_balloon_0019.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,30c13c87c97d8c307215d45755eec3d1
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0026.h5,255858144,1678264624,mask_rcnn_balloon_0026.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,72bb1a4f9ea8282a91ecf9588d2dfc6e
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0002.h5,255858144,1678264154,mask_rcnn_balloon_0002.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,624eff068f6db4e14574d966e4687567
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0023.h5,255858144,1678264567,mask_rcnn_balloon_0023.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,3361f6d26b453f4b8589a023e34b86c3
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0030.h5,255858144,1678264700,mask_rcnn_balloon_0030.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,23d2759e96d6c6e6b061009618fccc58
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0007.h5,255858144,1678264254,mask_rcnn_balloon_0007.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,205d50d8d1e3dd2c885b622e291bc83a
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0005.h5,255858144,1678264214,mask_rcnn_balloon_0005.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,00e72f5db2c639cac978c19216f09dd3
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038/mask_rcnn_balloon_0006.h5,255858144,1678264234,mask_rcnn_balloon_0006.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181217T2038,,04307101e967eda08399a1844de243f3
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0029.h5,255858144,1678265265,mask_rcnn_balloon_0029.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,90d973e5974d312799db6150fb938e86
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0008.h5,255858144,1678264862,mask_rcnn_balloon_0008.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,cbfdd08bf3bb48f7744ee13d3d0c8566
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0025.h5,255858144,1678265190,mask_rcnn_balloon_0025.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,58cbe23a29c59f328f9dc6d01fa47450
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0001.h5,255858144,1678264725,mask_rcnn_balloon_0001.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,11fb10fc47bb4f845b123bb2f73363b0
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0010.h5,255858144,1678264901,mask_rcnn_balloon_0010.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,ecf4034b5f48d002f6cf1d89bc08634c
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0009.h5,255858144,1678264881,mask_rcnn_balloon_0009.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,c6c6c4f8234d7ae9bb005a7b889caf0a
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0016.h5,255858144,1678265017,mask_rcnn_balloon_0016.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,368fa6a74a42dd54a7497feb134a7e85
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0011.h5,255858144,1678264920,mask_rcnn_balloon_0011.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,f85cdd52e8a0e702227fdbe411d4a29f
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0028.h5,255858144,1678265246,mask_rcnn_balloon_0028.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,f3c09a78f49d6017813c58c1de1c542b
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0020.h5,255858144,1678265092,mask_rcnn_balloon_0020.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,dd9f1fd54d5c16ebb0696f18a44fdb36
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0014.h5,255858144,1678264978,mask_rcnn_balloon_0014.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,2e08a784a62598567e4a6da5b73c3440
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0027.h5,255858144,1678265227,mask_rcnn_balloon_0027.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,e1fa4e1e62bc21225b1b2866f8578300
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0004.h5,255858144,1678264783,mask_rcnn_balloon_0004.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,a827384cf9c8274ac461fcca513c756c
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0021.h5,255858144,1678265111,mask_rcnn_balloon_0021.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,fd9781893d1a8a829d6841d8b0bbaa3f
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0022.h5,255858144,1678265130,mask_rcnn_balloon_0022.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,7ffdf27fa0eeecfa478d100d5b40a097
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0015.h5,255858144,1678264997,mask_rcnn_balloon_0015.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,51fa0ca72058e5a32bc77ab4114f5d75
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0012.h5,255858144,1678264940,mask_rcnn_balloon_0012.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,2cdc0a37b363ff7f0e9ff4d1a3386f5c
/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338/mask_rcnn_balloon_0013.h5,255858144,1678264959,mask_rcnn_balloon_0013.h5,.h5,/mnt/12tb-hdd-A/dreamslab_home/jdas/Mask_RCNN/logs/balloon20181219T1338,,7ee5f3999bf03a572065f23dd74b0e4c
